区分,一般名コード,一般名処方の標準的な記載,成分名,規格,一般名処方加算対象,例外コード,同一剤形・規格内の最低薬価,備考,薬価基準収載医薬品コード_例外コード,品名_例外コード,備考_例外コード
外用薬,2659708Q1ZZZ,【般】ブテナフィン塩酸塩外用液１％,ブテナフィン塩酸塩,１％１ｍＬ,"加算1,2",,15.2,該当する後発品の経過措置期限が令和８年３月３１日であることから、同年４月１日以降は一般名処方マスタから削除される予定,,,
外用薬,2659710N1ZZZ,【般】テルビナフィン塩酸塩クリーム１％,テルビナフィン塩酸塩,１％１ｇ,"加算1,2",,9.5,,,,
外用薬,2659710Q1ZZZ,【般】テルビナフィン塩酸塩外用液１％,テルビナフィン塩酸塩,１％１ｇ,"加算1,2",,9.5,,,,
外用薬,2669701N1ZZZ,【般】尿素クリーム１０％,尿素,１０％１ｇ,"加算1,2",,2.9,,,,
外用薬,2669701N2ZZZ,【般】尿素クリーム２０％,尿素,２０％１ｇ,"加算1,2",,3.3,,,,
外用薬,2679701Q1ZZZ,【般】カルプロニウム塩化物外用液５％,カルプロニウム塩化物,５％１ｍＬ,加算1,,8.6,,,,
外用薬,2691702M1ZZZ,【般】マキサカルシトール軟膏０．００２５％,マキサカルシトール,０．００２５％１ｇ,"加算1,2",,34.8,,,,
外用薬,2699709M1ZZZ,【般】タクロリムス軟膏０．１％,タクロリムス水和物,０．１％１ｇ,"加算1,2",,29.2,,,,
外用薬,2699711N1ZZZ,【般】アダパレンクリーム０．１％,アダパレン,０．１％１ｇ,加算1,,19.4,,,,
外用薬,2699711Q1ZZZ,【般】アダパレンゲル０．１％,アダパレン,０．１％１ｇ,"加算1,2",,19.4,,,,
外用薬,2699713Q1ZZZ,【般】メトロニダゾールゲル０．７５％,メトロニダゾール,０．７５％１ｇ,"加算1,2",,37.5,,,,
外用薬,2699801V1ZZZ,【般】精製白糖・ポビドンヨード配合軟膏,精製白糖・ポビドンヨード,１ｇ,"加算1,2",,7.5,先発品はユーパスタ軟膏,,,
外用薬,3339950M1ZZZ,【般】ヘパリン類似物質軟膏０．３％,ヘパリン類似物質,１ｇ,"加算1,2",,3,,,,
外用薬,3339950N1ZZZ,【般】ヘパリン類似物質クリーム０．３％,ヘパリン類似物質,１ｇ,"加算1,2",,3,,,,
外用薬,3339950QAZZZ,【般】ヘパリン類似物質外用液０．３％（乳剤性）,ヘパリン類似物質,１ｇ,"加算1,2",例外コード,3,準先発品はヒルドイドローション０．３％,3339950Q1015,ヘパリン類似物質ローション,参考：ヘパリン類似物質ローション０．３％「ラクール」、ヘパリン類似物質ローション０．３％「ＮＩＴ」
外用薬,3339950QAZZZ,【般】ヘパリン類似物質外用液０．３％（乳剤性）,ヘパリン類似物質,１ｇ,"加算1,2",例外コード,3,準先発品はヒルドイドローション０．３％,3339950Q1074,ヒルドイドローション０．３％,
外用薬,3339950QBZZZ,【般】ヘパリン類似物質外用液０．３％（水性）,ヘパリン類似物質,１ｇ,"加算1,2",例外コード,3,準先発品はヒルドイドローション０．３％,3339950Q1090,ヘパリン類似物質ローション０．３％「ＹＤ」,
外用薬,3339950QBZZZ,【般】ヘパリン類似物質外用液０．３％（水性）,ヘパリン類似物質,１ｇ,"加算1,2",例外コード,3,準先発品はヒルドイドローション０．３％,3339950Q1104,ヘパリン類似物質ローション０．３％「ニプロ」,
外用薬,3339950QBZZZ,【般】ヘパリン類似物質外用液０．３％（水性）,ヘパリン類似物質,１ｇ,"加算1,2",例外コード,3,準先発品はヒルドイドローション０．３％,3339950Q1112,ヘパリン類似物質ローション０．３％「ニットー」,
外用薬,3339950QBZZZ,【般】ヘパリン類似物質外用液０．３％（水性）,ヘパリン類似物質,１ｇ,"加算1,2",例外コード,3,準先発品はヒルドイドローション０．３％,3339950Q1139,ヘパリン類似物質ローション０．３％「日医工」,
外用薬,3339950R1ZZZ,【般】ヘパリン類似物質スプレー０．３％,ヘパリン類似物質,１ｇ,"加算1,2",,7.4,,,,
外用薬,6250700M1ZZZ,【般】ビダラビン軟膏３％,ビダラビン,３％１ｇ,"加算1,2",,74.1,,,,
外用薬,6250700N1ZZZ,【般】ビダラビンクリーム３％,ビダラビン,３％１ｇ,"加算1,2",,74.1,,,,
外用薬,6250701M1ZZZ,【般】アシクロビル軟膏５％,アシクロビル,５％１ｇ,"加算1,2",,68.5,,,,
外用薬,6250701N1ZZZ,【般】アシクロビルクリーム５％,アシクロビル,５％１ｇ,"加算1,2",,68.5,,,,
外用薬,6290702Q1ZZZ,【般】エフィナコナゾール外用液１０％,エフィナコナゾール,１０％１ｇ,"加算1,2",,676.3,,,,
外用薬,7190700X1ZZZ,【般】ウイテプゾール,ウイテプゾール,１０ｇ,加算1,,34.5,,,,
外用薬,7319700Q1ZZZ,【般】安息香チンキ外用液,安息香,１０ｍＬ,加算1,,22.1,,,,
外用薬,8219700T1ZZZ,【般】フェンタニルテープ０．８４ｍｇ（１日用）,フェンタニル,０．８４ｍｇ１枚,"加算1,2",,255.5,先発品はワンデュロパッチ０．８４ｍｇ,,,
外用薬,8219700T2ZZZ,【般】フェンタニルテープ１．７ｍｇ（１日用）,フェンタニル,１．７ｍｇ１枚,"加算1,2",,467.6,先発品はワンデュロパッチ１．７ｍｇ,,,
外用薬,8219700T3ZZZ,【般】フェンタニルテープ３．４ｍｇ（１日用）,フェンタニル,３．４ｍｇ１枚,"加算1,2",,881,先発品はワンデュロパッチ３．４ｍｇ,,,
外用薬,8219700T4ZZZ,【般】フェンタニルテープ５ｍｇ（１日用）,フェンタニル,５ｍｇ１枚,"加算1,2",,1280.6,先発品はワンデュロパッチ５ｍｇ,,,
外用薬,8219700T5ZZZ,【般】フェンタニルテープ６．７ｍｇ（１日用）,フェンタニル,６．７ｍｇ１枚,"加算1,2",,1621.7,先発品はワンデュロパッチ６．７ｍｇ,,,
外用薬,8219701S1ZZZ,【般】フェンタニルクエン酸塩テープ１ｍｇ（１日用）,フェンタニルクエン酸塩,１ｍｇ１枚,"加算1,2",,240.1,先発品はフェントステープ１ｍｇ,,,
外用薬,8219701S2ZZZ,【般】フェンタニルクエン酸塩テープ２ｍｇ（１日用）,フェンタニルクエン酸塩,２ｍｇ１枚,"加算1,2",,448.8,先発品はフェントステープ２ｍｇ,,,
外用薬,8219701S3ZZZ,【般】フェンタニルクエン酸塩テープ４ｍｇ（１日用）,フェンタニルクエン酸塩,４ｍｇ１枚,"加算1,2",,864,先発品はフェントステープ４ｍｇ,,,
外用薬,8219701S4ZZZ,【般】フェンタニルクエン酸塩テープ６ｍｇ（１日用）,フェンタニルクエン酸塩,６ｍｇ１枚,"加算1,2",,1198.7,先発品はフェントステープ６ｍｇ,,,
外用薬,8219701S5ZZZ,【般】フェンタニルクエン酸塩テープ８ｍｇ（１日用）,フェンタニルクエン酸塩,８ｍｇ１枚,"加算1,2",,1616.5,先発品はフェントステープ８ｍｇ,,,
外用薬,8219701S6ZZZ,【般】フェンタニルクエン酸塩テープ０．５ｍｇ（１日用）,フェンタニルクエン酸塩,０．５ｍｇ１枚,"加算1,2",,130,先発品はフェントステープ０．５ｍｇ,,,
削除リスト,1124001F1ZZZ,【般】エスタゾラム錠１ｍｇ,エスタゾラム,１ｍｇ１錠,,,,,,,
削除リスト,1124003B1ZZZ,【般】ニトラゼパム散１％,ニトラゼパム,１％１ｇ,,,,,,,
削除リスト,1124013B1ZZZ,【般】オキサゾラム散１０％,オキサゾラム,１０％１ｇ,,,,,,,
削除リスト,1124017B1ZZZ,【般】ジアゼパム散１％,ジアゼパム,１％１ｇ,,,,,,,
削除リスト,1124020C1ZZZ,【般】ブロマゼパム細粒１％,ブロマゼパム,１％１ｇ,,,,,,,
削除リスト,1129006F1ZZZ,【般】リルマザホン塩酸塩錠１ｍｇ,リルマザホン塩酸塩水和物,１ｍｇ１錠,,,,,,,
削除リスト,1129006F2ZZZ,【般】リルマザホン塩酸塩錠２ｍｇ,リルマザホン塩酸塩水和物,２ｍｇ１錠,,,,,,,
削除リスト,1139002C1ZZZ,【般】カルバマゼピン細粒５０％,カルバマゼピン,５０％１ｇ,,,,,,,
削除リスト,1139004C2ZZZ,【般】バルプロ酸Ｎａ細粒４０％,バルプロ酸ナトリウム,４０％１ｇ,,,,,,,
削除リスト,1139004F1ZZZ,【般】バルプロ酸Ｎａ錠１００ｍｇ,バルプロ酸ナトリウム,１００ｍｇ１錠,,,,,,,
削除リスト,1139004F2ZZZ,【般】バルプロ酸Ｎａ錠２００ｍｇ,バルプロ酸ナトリウム,２００ｍｇ１錠,,,,,,,
削除リスト,1139004G1ZZZ,【般】バルプロ酸Ｎａ徐放錠１００ｍｇ,バルプロ酸ナトリウム,１００ｍｇ１錠,,,,,,,
削除リスト,1139009F1ZZZ,【般】ラモトリギン錠２ｍｇ,ラモトリギン,２ｍｇ１錠,,,,,,,
削除リスト,1141005M2ZZZ,【般】メフェナム酸カプセル２５０ｍｇ,メフェナム酸,２５０ｍｇ１カプセル,,,,,,,
削除リスト,1141007C1ZZZ,【般】アセトアミノフェン細粒２０％,アセトアミノフェン,２０％１ｇ,,,,,,,
削除リスト,1141007C2ZZZ,【般】アセトアミノフェン細粒５０％,アセトアミノフェン,５０％１ｇ,,,,,,,
削除リスト,1147002N1ZZZ,【般】ジクロフェナクＮａ徐放カプセル３７．５ｍｇ,ジクロフェナクナトリウム,３７．５ｍｇ１カプセル,,,,,,,
削除リスト,1149001F1ZZZ,【般】イブプロフェン錠１００ｍｇ,イブプロフェン,１００ｍｇ１錠,,,,,,,
削除リスト,1149001F2ZZZ,【般】イブプロフェン錠２００ｍｇ,イブプロフェン,２００ｍｇ１錠,,,,,,,
削除リスト,1149011F1ZZZ,【般】フルルビプロフェン錠４０ｍｇ,フルルビプロフェン,４０ｍｇ１錠,,,,,,,
削除リスト,1149019C1ZZZ,【般】ロキソプロフェンＮａ細粒１０％,ロキソプロフェンナトリウム水和物,１０％１ｇ,,,,,,,
削除リスト,1169006C1ZZZ,【般】ドロキシドパ細粒２０％,ドロキシドパ,２０％１ｇ,,,,,,,
削除リスト,1169006F1ZZZ,【般】ドロキシドパ口腔内崩壊錠１００ｍｇ,ドロキシドパ,１００ｍｇ１錠,,,,,,,
削除リスト,1169006F2ZZZ,【般】ドロキシドパ口腔内崩壊錠２００ｍｇ,ドロキシドパ,２００ｍｇ１錠,,,,,,,
削除リスト,1169006M1ZZZ,【般】ドロキシドパカプセル１００ｍｇ,ドロキシドパ,１００ｍｇ１カプセル,,,,,,,
削除リスト,1169006M2ZZZ,【般】ドロキシドパカプセル２００ｍｇ,ドロキシドパ,２００ｍｇ１カプセル,,,,,,,
削除リスト,1169011F1ZZZ,【般】カベルゴリン錠０．２５ｍｇ,カベルゴリン,０．２５ｍｇ１錠,,,,,,,
削除リスト,1169011F2ZZZ,【般】カベルゴリン錠１ｍｇ,カベルゴリン,１ｍｇ１錠,,,,,,,
削除リスト,1172014B1ZZZ,【般】レボメプロマジンマレイン酸塩散１０％,レボメプロマジンマレイン酸塩,１０％１ｇ,,,,,,,
削除リスト,1172014C1ZZZ,【般】レボメプロマジンマレイン酸塩細粒１０％,レボメプロマジンマレイン酸塩,１０％１ｇ,,,,,,,
削除リスト,1172014D1ZZZ,【般】レボメプロマジンマレイン酸塩顆粒１０％,レボメプロマジンマレイン酸塩,１０％１ｇ,,,,,,,
削除リスト,1172014F3ZZZ,【般】レボメプロマジンマレイン酸塩錠５０ｍｇ,レボメプロマジンマレイン酸塩,５０ｍｇ１錠,,,,,,,
削除リスト,1179008F1ZZZ,【般】マプロチリン塩酸塩錠１０ｍｇ,マプロチリン塩酸塩,１０ｍｇ１錠,,,,,,,
削除リスト,1179017F1ZZZ,【般】炭酸リチウム錠１００ｍｇ,炭酸リチウム,１００ｍｇ１錠,,,,,,,
削除リスト,1179024C1ZZZ,【般】ゾテピン細粒１０％,ゾテピン,１０％１ｇ,,,,,,,
削除リスト,1179024C2ZZZ,【般】ゾテピン細粒５０％,ゾテピン,５０％１ｇ,,,,,,,
削除リスト,1179024F2ZZZ,【般】ゾテピン錠５０ｍｇ,ゾテピン,５０ｍｇ１錠,,,,,,,
削除リスト,1179024F3ZZZ,【般】ゾテピン錠１００ｍｇ,ゾテピン,１００ｍｇ１錠,,,,,,,
削除リスト,1179025C1ZZZ,【般】エチゾラム細粒１％,エチゾラム,１％１ｇ,,,,,,,
削除リスト,1179026F1ZZZ,【般】チミペロン錠０．５ｍｇ,チミペロン,０．５ｍｇ１錠,,,,,,,
削除リスト,1179030D1ZZZ,【般】クロカプラミン塩酸塩顆粒１０％,クロカプラミン塩酸塩水和物,１０％１ｇ,,,,,,,
削除リスト,1179032C1ZZZ,【般】スルトプリド塩酸塩細粒５０％,スルトプリド塩酸塩,５０％１ｇ,,,,,,,
削除リスト,1179032F1ZZZ,【般】スルトプリド塩酸塩錠５０ｍｇ,スルトプリド塩酸塩,５０ｍｇ１錠,,,,,,,
削除リスト,1179032F2ZZZ,【般】スルトプリド塩酸塩錠１００ｍｇ,スルトプリド塩酸塩,１００ｍｇ１錠,,,,,,,
削除リスト,1179032F3ZZZ,【般】スルトプリド塩酸塩錠２００ｍｇ,スルトプリド塩酸塩,２００ｍｇ１錠,,,,,,,
削除リスト,1179038F4ZZZ,【般】リスペリドン錠０．５ｍｇ,リスペリドン,０．５ｍｇ１錠,,,,,,,
削除リスト,1179038F7ZZZ,【般】リスペリドン口腔内崩壊錠０．５ｍｇ,リスペリドン,０．５ｍｇ１錠,,,,,,,
削除リスト,1179040F3ZZZ,【般】ミルナシプラン塩酸塩錠１２．５ｍｇ,ミルナシプラン塩酸塩,１２．５ｍｇ１錠,,,,,,,
削除リスト,1190012Q2ZZZ,【般】ドネペジル塩酸塩経口ゼリー５ｍｇ,ドネペジル塩酸塩,５ｍｇ１個,,,,,,,
削除リスト,1190012S2ZZZ,【般】ドネペジル塩酸塩経口液５ｍｇ２．５ｍＬ,ドネペジル塩酸塩,５ｍｇ２．５ｍＬ１包,,,,,,,
削除リスト,1231013M1ZZZ,【般】チキジウム臭化物カプセル５ｍｇ,チキジウム臭化物,５ｍｇ１カプセル,,,,,,,
削除リスト,1249004F1ZZZ,【般】ピペリドレート塩酸塩錠５０ｍｇ,ピペリドレート塩酸塩,５０ｍｇ１錠,,,,,,,
削除リスト,1249008F1ZZZ,【般】アフロクアロン錠２０ｍｇ,アフロクアロン,２０ｍｇ１錠,,,,,,,
削除リスト,1249009D1ZZZ,【般】エペリゾン塩酸塩顆粒１０％,エペリゾン塩酸塩,１０％１ｇ,,,,,,,
削除リスト,1249010D1ZZZ,【般】チザニジン顆粒０．２％,チザニジン塩酸塩,０．２％１ｇ,,,,,,,
削除リスト,1315702Q1ZZZ,【般】デキサメタゾンリン酸エステルＮａ点眼点耳点鼻液０．１％,デキサメタゾンリン酸エステルナトリウム,０．１％１ｍＬ,,,,,,,
削除リスト,1315705M1ZZZ,【般】プレドニゾロン酢酸エステル眼軟膏０．２５％,プレドニゾロン酢酸エステル,０．２５％１ｇ,,,,,,,
削除リスト,1317702Q1ZZZ,【般】クロラムフェニコール点眼液０．５％,クロラムフェニコール,５ｍｇ１ｍＬ,,,,,,,
削除リスト,1319706Q1ZZZ,【般】ピレノキシン点眼用０．００５％,ピレノキシン,０．００５％１ｍＬ（溶解後の液として）,,,,,,,
削除リスト,1319719M1ZZZ,【般】アシクロビル眼軟膏３％,アシクロビル,３％１ｇ,,,,,,,
削除リスト,1319720Q5ZZZ,【般】ヒアルロン酸Ｎａ点眼液０．３％０．４ｍＬ,精製ヒアルロン酸ナトリウム,０．３％０．４ｍＬ１個,,,,,,,
削除リスト,1319722M1ZZZ,【般】オフロキサシン眼軟膏０．３％,オフロキサシン,０．３％１ｇ,,,,,,,
削除リスト,1319722Q1ZZZ,【般】オフロキサシン点眼液０．３％,オフロキサシン,０．３％１ｍＬ,,,,,,,
削除リスト,1319722Q2ZZZ,【般】オフロキサシンゲル化点眼液０．３％,オフロキサシン,０．３％１ｍＬ,,,,,,,
削除リスト,1319727Q1ZZZ,【般】ノルフロキサシン点眼液０．３％,ノルフロキサシン,０．３％１ｍＬ,,,,,,,
削除リスト,1319800M1ZZZ,【般】エリスロマイシン・コリスチン配合眼軟膏,エリスロマイシンラクトビオン酸塩・コリスチンメタンスルホン酸ナトリウム,１ｇ,,,,,,,
削除リスト,1319802Q2ZZZ,【般】クロラムフェニコール・コリスチン配合点眼液,クロラムフェニコール・コリスチンメタンスルホン酸ナトリウム,５ｍＬ１瓶,,,,,,,
削除リスト,1319813Q1ZZZ,【般】ベタメタゾン・フラジオマイシン配合点眼点鼻液,ベタメタゾンリン酸エステルナトリウム・フラジオマイシン硫酸塩,１ｍＬ,,,,,,,
削除リスト,1329706Q1ZZZ,【般】オフロキサシン点耳液０．３％,オフロキサシン,３ｍｇ１ｍＬ,,,,,,,
削除リスト,1329707Q2ZZZ,【般】フルチカゾンプロピオン酸エステル点鼻液２５μｇ５６噴霧用,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,,,,
削除リスト,2123016F3ZZZ,【般】ビソプロロールフマル酸塩錠０．６２５ｍｇ,ビソプロロールフマル酸塩,０．６２５ｍｇ１錠,,,,,,,
削除リスト,2129002M1ZZZ,【般】ジソピラミドカプセル５０ｍｇ,ジソピラミド,５０ｍｇ１カプセル,,,,,,,
削除リスト,2129002M2ZZZ,【般】ジソピラミドカプセル１００ｍｇ,ジソピラミド,１００ｍｇ１カプセル,,,,,,,
削除リスト,2133001C1ZZZ,【般】スピロノラクトン細粒１０％,スピロノラクトン,１０％１ｇ,,,,,,,
削除リスト,2139005C1ZZZ,【般】フロセミド細粒４％,フロセミド,４％１ｇ,,,,,,,
削除リスト,2144001C1ZZZ,【般】カプトプリル細粒５％,カプトプリル,５％１ｇ,,,,,,,
削除リスト,2144001F1ZZZ,【般】カプトプリル錠１２．５ｍｇ,カプトプリル,１２．５ｍｇ１錠,,,,,,,
削除リスト,2144001F2ZZZ,【般】カプトプリル錠２５ｍｇ,カプトプリル,２５ｍｇ１錠,,,,,,,
削除リスト,2144001N1ZZZ,【般】カプトプリル徐放カプセル１８．７５ｍｇ,カプトプリル,１８．７５ｍｇ１カプセル,,,,,,,
削除リスト,2149002F1ZZZ,【般】プラゾシン塩酸塩錠０．５ｍｇ,プラゾシン塩酸塩,０．５ｍｇ１錠,,,,,,,
削除リスト,2149002F2ZZZ,【般】プラゾシン塩酸塩錠１ｍｇ,プラゾシン塩酸塩,１ｍｇ１錠,,,,,,,
削除リスト,2149019B1ZZZ,【般】ニカルジピン塩酸塩散１０％,ニカルジピン塩酸塩,１０％１ｇ,,,,,,,
削除リスト,2149019F1ZZZ,【般】ニカルジピン塩酸塩錠１０ｍｇ,ニカルジピン塩酸塩,１０ｍｇ１錠,,,,,,,
削除リスト,2149019N1ZZZ,【般】ニカルジピン塩酸塩徐放カプセル２０ｍｇ,ニカルジピン塩酸塩,２０ｍｇ１カプセル,,,,,,,
削除リスト,2149019N2ZZZ,【般】ニカルジピン塩酸塩徐放カプセル４０ｍｇ,ニカルジピン塩酸塩,４０ｍｇ１カプセル,,,,,,,
削除リスト,2149026F1ZZZ,【般】ドキサゾシンメシル酸塩錠０．５ｍｇ,ドキサゾシンメシル酸塩,０．５ｍｇ１錠,,,,,,,
削除リスト,2149026F5ZZZ,【般】ドキサゾシンメシル酸塩口腔内崩壊錠０．５ｍｇ,ドキサゾシンメシル酸塩,０．５ｍｇ１錠,,,,,,,
削除リスト,2149032F3ZZZ,【般】カルベジロール錠１．２５ｍｇ,カルベジロール,１．２５ｍｇ１錠,,,,,,,
削除リスト,2171701S6ZZZ,【般】ニトログリセリンテープ２７ｍｇ（９．６ｃｍ２）,ニトログリセリン,（２７ｍｇ）９．６ｃ㎡１枚,,,,,,,
削除リスト,2189001F1ZZZ,【般】エラスターゼ錠１，８００単位,エラスターゼ,１，８００単位１錠,,,,,,,
削除リスト,2189010C1ZZZ,【般】プラバスタチンＮａ細粒０．５％,プラバスタチンナトリウム,０．５％１ｇ,,,,,,,
削除リスト,2189010C2ZZZ,【般】プラバスタチンＮａ細粒１％,プラバスタチンナトリウム,１％１ｇ,,,,,,,
削除リスト,2190016S1ZZZ,【般】ポリスチレンスルホン酸Ｃａ経口液２０％,ポリスチレンスルホン酸カルシウム,２０％２５ｇ１包,,,,,,,
削除リスト,2223001B1ZZZ,【般】デキストロメトルファン臭化水素酸塩散１０％,デキストロメトルファン臭化水素酸塩水和物,１０％１ｇ,,,,,,,
削除リスト,2229001B1ZZZ,【般】ジメモルファンリン酸塩散１０％,ジメモルファンリン酸塩,１０％１ｇ,,,,,,,
削除リスト,2229001Q1ZZZ,【般】ジメモルファンリン酸塩シロップ０．２５％,ジメモルファンリン酸塩,０．２５％１ｍＬ,,,,,,,
削除リスト,2233002F1ZZZ,【般】カルボシステイン錠２５０ｍｇ,Ｌ－カルボシステイン,２５０ｍｇ１錠,,,,,,,
削除リスト,2233002F2ZZZ,【般】カルボシステイン錠５００ｍｇ,Ｌ－カルボシステイン,５００ｍｇ１錠,,,,,,,
削除リスト,2249106Q1ZZZ,【般】デキストロメトルファン・クレゾール配合シロップ,デキストロメトルファン臭化水素酸塩水和物・クレゾールスルホン酸カリウム,１０ｍＬ,,,,,,,
削除リスト,2251001D1ZZZ,【般】テオフィリン徐放顆粒２０％,テオフィリン,２０％１ｇ,,,,,,,
削除リスト,2251001F1ZZZ,【般】テオフィリン徐放錠５０ｍｇ（１２～２４時間持続）,テオフィリン,５０ｍｇ１錠,,,,,,,
削除リスト,2251001M3ZZZ,【般】テオフィリン徐放カプセル５０ｍｇ（１２～２４時間持続）,テオフィリン,５０ｍｇ１カプセル,,,,,,,
削除リスト,2252003F1ZZZ,【般】テルブタリン硫酸塩錠２ｍｇ,テルブタリン硫酸塩,２ｍｇ１錠,,,,,,,
削除リスト,2259002F1ZZZ,【般】ツロブテロール塩酸塩錠１ｍｇ,ツロブテロール塩酸塩,１ｍｇ１錠,,,,,,,
削除リスト,2259003Q1ZZZ,【般】トリメトキノール塩酸塩シロップ０．１％,トリメトキノール塩酸塩水和物,０．１％１ｍＬ,,,,,,,
削除リスト,2259004F1ZZZ,【般】プロカテロール塩酸塩錠０．０２５ｍｇ,プロカテロール塩酸塩水和物,０．０２５ｍｇ１錠,,,,,,,
削除リスト,2259004F2ZZZ,【般】プロカテロール塩酸塩錠０．０５ｍｇ,プロカテロール塩酸塩水和物,０．０５ｍｇ１錠,,,,,,,
削除リスト,2259701G1ZZZ,【般】クロモグリク酸Ｎａ吸入液１％,クロモグリク酸ナトリウム,１％２ｍＬ１管,,,,,,,
削除リスト,2260701F1ZZZ,【般】ポビドンヨード含嗽用液７％,ポビドンヨード,７％１ｍＬ,,,,,,,
削除リスト,2319001C1ZZZ,【般】ロペラミド塩酸塩細粒０．０５％,ロペラミド塩酸塩,０．０５％１ｇ,,,,,,,
削除リスト,2319001C2ZZZ,【般】ロペラミド塩酸塩細粒０．１％,塩酸ロペラミド,０．１％１ｇ,,,,,,,
削除リスト,2321001F1ZZZ,【般】メチルメチオニンスルホニウムクロリド錠２５ｍｇ,メチルメチオニンスルホニウムクロライド,２５ｍｇ１錠,,,,,,,
削除リスト,2325001C2ZZZ,【般】シメチジン細粒４０％,シメチジン,４０％１ｇ,,,,,,,
削除リスト,2325005F2ZZZ,【般】ニザチジン錠７５ｍｇ,ニザチジン,７５ｍｇ１錠,,,,,,,
削除リスト,2325005M2ZZZ,【般】ニザチジンカプセル７５ｍｇ,ニザチジン,７５ｍｇ１カプセル,,,,,,,
削除リスト,2325006F1ZZZ,【般】ラフチジン錠５ｍｇ,ラフチジン,５ｍｇ１錠,,,,,,,
削除リスト,2325006F3ZZZ,【般】ラフチジン口腔内崩壊錠５ｍｇ,ラフチジン,５ｍｇ１錠,,,,,,,
削除リスト,2329004C1ZZZ,【般】セトラキサート塩酸塩細粒４０％,セトラキサート塩酸塩,４０％１ｇ,,,,,,,
削除リスト,2329004M1ZZZ,【般】セトラキサート塩酸塩カプセル２００ｍｇ,セトラキサート塩酸塩,２００ｍｇ１カプセル,,,,,,,
削除リスト,2329012C1ZZZ,【般】テプレノン細粒１０％,テプレノン,１０％１ｇ,,,,,,,
削除リスト,2329020C1ZZZ,【般】イルソグラジンマレイン酸塩細粒０．８％,イルソグラジンマレイン酸塩,０．８％１ｇ,,,,,,,
削除リスト,2329021F1ZZZ,【般】レバミピド錠１００ｍｇ,レバミピド,１００ｍｇ１錠,,,,,,,
削除リスト,2329021F2ZZZ,【般】レバミピド口腔内崩壊錠１００ｍｇ,レバミピド,１００ｍｇ１錠,,,,,,,
削除リスト,2329026D1ZZZ,【般】エカベトＮａ顆粒６６．７％,エカベトナトリウム水和物,６６．７％１ｇ,,,,,,,
削除リスト,2329116S1ZZZ,【般】アルギン酸Ｎａ経口液５％,アルギン酸ナトリウム,１０ｍＬ,,,,,,,
削除リスト,2339003B1ZZZ,【般】β－ガラクトシダーゼ（アスペルギルス）散５０％,β－ガラクトシダーゼ（アスペルギルス）,５０％１ｇ,,,,,,,
削除リスト,2357701K1ZZZ,【般】グリセリン浣腸液５０％１０ｍＬ,グリセリン,５０％１０ｍＬ,,,,,,,
削除リスト,2357701K3ZZZ,【般】グリセリン浣腸液５０％３０ｍＬ,グリセリン,５０％３０ｍＬ１個,,,,,,,
削除リスト,2357701K4ZZZ,【般】グリセリン浣腸液５０％４０ｍＬ,グリセリン,５０％４０ｍＬ１個,,,,,,,
削除リスト,2357701K5ZZZ,【般】グリセリン浣腸液５０％５０ｍＬ,グリセリン,５０％５０ｍＬ１個,,,,,,,
削除リスト,2357701K6ZZZ,【般】グリセリン浣腸液５０％６０ｍＬ,グリセリン,５０％６０ｍＬ１個,,,,,,,
削除リスト,2357701K8ZZZ,【般】グリセリン浣腸液５０％１２０ｍＬ,グリセリン,５０％１２０ｍＬ１個,,,,,,,
削除リスト,2357701K9ZZZ,【般】グリセリン浣腸液５０％１５０ｍＬ,グリセリン,５０％１５０ｍＬ１個,,,,,,,
削除リスト,2357701Y1ZZZ,【般】グリセリン浣腸液５０％９０ｍＬ,グリセリン,５０％９０ｍＬ１個,,,,,,,
削除リスト,2359005F1ZZZ,【般】ピコスルファートＮａ錠２．５ｍｇ,ピコスルファートナトリウム水和物,２．５ｍｇ１錠,,,,,,,
削除リスト,2359800J1ZZZ,【般】炭酸水素ナトリウム・無水リン酸二水素ナトリウム配合坐剤,炭酸水素ナトリウム・無水リン酸二水素ナトリウム,１個,,,,,,,
削除リスト,2399004Q1ZZZ,【般】メトクロプラミドシロップ０．１％,メトクロプラミド,０．１％１０ｍＬ,,,,,,,
削除リスト,2399005F1ZZZ,【般】ドンペリドン錠５ｍｇ,ドンペリドン,５ｍｇ１錠,,,,,,,
削除リスト,2399005F3ZZZ,【般】ドンペリドン口腔内崩壊錠５ｍｇ,ドンペリドン,５ｍｇ１錠,,,,,,,
削除リスト,2399010F2ZZZ,【般】モサプリドクエン酸塩錠５ｍｇ,モサプリドクエン酸塩水和物,５ｍｇ１錠,,,,,,,
削除リスト,2399011C1ZZZ,【般】ポリカルボフィルＣａ細粒８３．３％,ポリカルボフィルカルシウム,８３．３％１ｇ,,,,,,,
削除リスト,2399713E1ZZZ,【般】アズレンスルホン酸Ｎａトローチ５ｍｇ,アズレンスルホン酸ナトリウム水和物,５ｍｇ１錠,,,,,,,
削除リスト,2478001G1ZZZ,【般】クロルマジノン酢酸エステル徐放錠５０ｍｇ,クロルマジノン酢酸エステル,５０ｍｇ１錠,,,,,,,
削除リスト,2499702Q1ZZZ,【般】ナファレリン酢酸塩点鼻液０．２％,ナファレリン酢酸塩水和物,１０ｍｇ５ｍＬ１瓶,,,,,,,
