区分,一般名コード,一般名処方の標準的な記載,成分名,規格,一般名処方加算対象,例外コード,同一剤形・規格内の最低薬価,備考,薬価基準収載医薬品コード_例外コード,品名_例外コード,備考_例外コード
内用薬,2171021F1ZZZ,【般】ベニジピン塩酸塩錠２ｍｇ,ベニジピン塩酸塩,２ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2171021F2ZZZ,【般】ベニジピン塩酸塩錠４ｍｇ,ベニジピン塩酸塩,４ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2171021F3ZZZ,【般】ベニジピン塩酸塩錠８ｍｇ,ベニジピン塩酸塩,８ｍｇ１錠,"加算1,2",,18.9,,,,
内用薬,2171022F1ZZZ,【般】アムロジピン錠２．５ｍｇ,アムロジピンベシル酸塩,２．５ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2171022F2ZZZ,【般】アムロジピン錠５ｍｇ,アムロジピンベシル酸塩,５ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2171022F3ZZZ,【般】アムロジピン口腔内崩壊錠２．５ｍｇ,アムロジピンベシル酸塩,２．５ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2171022F4ZZZ,【般】アムロジピン口腔内崩壊錠５ｍｇ,アムロジピンベシル酸塩,５ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2171022F5ZZZ,【般】アムロジピン錠１０ｍｇ,アムロジピンベシル酸塩,１０ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2171022F6ZZZ,【般】アムロジピン口腔内崩壊錠１０ｍｇ,アムロジピンベシル酸塩,１０ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2171023F1ZZZ,【般】一硝酸イソソルビド錠１０ｍｇ,一硝酸イソソルビド,１０ｍｇ１錠,"加算1,2",,5.9,,,,
内用薬,2171023F2ZZZ,【般】一硝酸イソソルビド錠２０ｍｇ,一硝酸イソソルビド,２０ｍｇ１錠,"加算1,2",,7.9,,,,
内用薬,2183005G1ZZZ,【般】ベザフィブラート徐放錠２００ｍｇ,ベザフィブラート,２００ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2183005G2ZZZ,【般】ベザフィブラート徐放錠１００ｍｇ,ベザフィブラート,１００ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2183006F3ZZZ,【般】フェノフィブラート錠５３．３ｍｇ,フェノフィブラート,５３．３ｍｇ１錠,"加算1,2",,8.8,,,,
内用薬,2183006F4ZZZ,【般】フェノフィブラート錠８０ｍｇ,フェノフィブラート,８０ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2189006M1ZZZ,【般】ポリエンホスファチジルコリンカプセル２５０ｍｇ,ポリエンホスファチジルコリン,２５０ｍｇ１カプセル,加算1,,6.1,該当する後発品の経過措置期限が令和８年３月３１日であることから、同年４月１日以降は一般名処方マスタから削除される予定,,,
内用薬,2189008F1ZZZ,【般】プロブコール錠２５０ｍｇ,プロブコール,２５０ｍｇ１錠,"加算1,2",,7.8,,,,
内用薬,2189010F1ZZZ,【般】プラバスタチンＮａ錠５ｍｇ,プラバスタチンナトリウム,５ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2189010F2ZZZ,【般】プラバスタチンＮａ錠１０ｍｇ,プラバスタチンナトリウム,１０ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2189011F1ZZZ,【般】シンバスタチン錠５ｍｇ,シンバスタチン,５ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2189011F2ZZZ,【般】シンバスタチン錠１０ｍｇ,シンバスタチン,１０ｍｇ１錠,"加算1,2",,24.2,,,,
内用薬,2189011F3ZZZ,【般】シンバスタチン錠２０ｍｇ,シンバスタチン,２０ｍｇ１錠,"加算1,2",,36.7,,,,
内用薬,2189012F1ZZZ,【般】フルバスタチン錠１０ｍｇ,フルバスタチンナトリウム,１０ｍｇ１錠,"加算1,2",,10.3,,,,
内用薬,2189012F2ZZZ,【般】フルバスタチン錠２０ｍｇ,フルバスタチンナトリウム,２０ｍｇ１錠,"加算1,2",,17.2,,,,
内用薬,2189012F3ZZZ,【般】フルバスタチン錠３０ｍｇ,フルバスタチンナトリウム,３０ｍｇ１錠,"加算1,2",,25.6,,,,
内用薬,2189015F1ZZZ,【般】アトルバスタチン錠５ｍｇ,アトルバスタチンカルシウム水和物,５ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2189015F2ZZZ,【般】アトルバスタチン錠１０ｍｇ,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2189015F3ZZZ,【般】アトルバスタチン口腔内崩壊錠５ｍｇ,アトルバスタチンカルシウム水和物,５ｍｇ１錠,加算1,,10.4,,,,
内用薬,2189015F4ZZZ,【般】アトルバスタチン口腔内崩壊錠１０ｍｇ,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,加算1,,10.4,,,,
内用薬,2189016F1ZZZ,【般】ピタバスタチンＣａ錠１ｍｇ,ピタバスタチンカルシウム,１ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2189016F2ZZZ,【般】ピタバスタチンＣａ錠２ｍｇ,ピタバスタチンカルシウム,２ｍｇ１錠,"加算1,2",,12.9,,,,
内用薬,2189016F3ZZZ,【般】ピタバスタチンＣａ錠４ｍｇ,ピタバスタチンカルシウム,４ｍｇ１錠,"加算1,2",,23.7,,,,
内用薬,2189016F4ZZZ,【般】ピタバスタチンＣａ口腔内崩壊錠１ｍｇ,ピタバスタチンカルシウム,１ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2189016F5ZZZ,【般】ピタバスタチンＣａ口腔内崩壊錠２ｍｇ,ピタバスタチンカルシウム,２ｍｇ１錠,"加算1,2",,12.9,,,,
内用薬,2189016F6ZZZ,【般】ピタバスタチンＣａ口腔内崩壊錠４ｍｇ,ピタバスタチンカルシウム,４ｍｇ１錠,"加算1,2",,23.7,,,,
内用薬,2189017F1ZZZ,【般】ロスバスタチン錠２．５ｍｇ,ロスバスタチンカルシウム,２．５ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2189017F2ZZZ,【般】ロスバスタチン錠５ｍｇ,ロスバスタチンカルシウム,５ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,2189017F3ZZZ,【般】ロスバスタチン口腔内崩壊錠２．５ｍｇ,ロスバスタチンカルシウム,２．５ｍｇ１錠,"加算1,2",,10.4,該当する先発品の経過措置期限が令和８年３月３１日であることから、同年４月１日以降は一般名処方加算対象が１のみとなる予定,,,
内用薬,2189017F4ZZZ,【般】ロスバスタチン口腔内崩壊錠５ｍｇ,ロスバスタチンカルシウム,５ｍｇ１錠,"加算1,2",,10.4,該当する先発品の経過措置期限が令和８年３月３１日であることから、同年４月１日以降は一般名処方加算対象が１のみとなる予定,,,
内用薬,2189017F5ZZZ,【般】ロスバスタチン錠１０ｍｇ,ロスバスタチンカルシウム,１０ｍｇ１錠,加算1,,16,,,,
内用薬,2189017F6ZZZ,【般】ロスバスタチン口腔内崩壊錠１０ｍｇ,ロスバスタチンカルシウム,１０ｍｇ１錠,加算1,,16,,,,
内用薬,2189018F1ZZZ,【般】エゼチミブ錠１０ｍｇ,エゼチミブ,１０ｍｇ１錠,"加算1,2",,19.3,,,,
内用薬,2189018F2ZZZ,【般】エゼチミブ口腔内崩壊錠１０ｍｇ,エゼチミブ,１０ｍｇ１錠,加算1,,19.3,,,,
内用薬,2189019M1ZZZ,【般】オメガ－３脂肪酸エチル粒状カプセル２ｇ,オメガ－３脂肪酸エチル,２ｇ１包,"加算1,2",,71,,,,
内用薬,2189101F1ZZZ,【般】エゼチミブ・アトルバスタチン１０ｍｇ配合錠,エゼチミブ・アトルバスタチンカルシウム水和物,１錠,"加算1,2",,57.8,先発品はアトーゼット配合錠ＬＤ／後発品はエゼアト配合錠ＬＤ,,,
内用薬,2189101F2ZZZ,【般】エゼチミブ・アトルバスタチン２０ｍｇ配合錠,エゼチミブ・アトルバスタチンカルシウム水和物,１錠,"加算1,2",,56.9,先発品はアトーゼット配合錠ＨＤ／後発品はエゼアト配合錠ＨＤ,,,
内用薬,2189102F1ZZZ,【般】エゼチミブ・ロスバスタチン２．５ｍｇ配合錠,エゼチミブ・ロスバスタチンカルシウム,１錠,"加算1,2",,37.7,先発品はロスーゼット配合錠ＬＤ／後発品はエゼロス配合錠ＬＤ,,,
内用薬,2189102F2ZZZ,【般】エゼチミブ・ロスバスタチン５ｍｇ配合錠,エゼチミブ・ロスバスタチンカルシウム,１錠,"加算1,2",,37.7,先発品はロスーゼット配合錠ＨＤ／後発品はエゼロス配合錠ＨＤ,,,
内用薬,2190005F1ZZZ,【般】イフェンプロジル酒石酸塩錠１０ｍｇ,イフェンプロジル酒石酸塩,１０ｍｇ１錠,"加算1,2",,5.9,,,,
内用薬,2190005F2ZZZ,【般】イフェンプロジル酒石酸塩錠２０ｍｇ,イフェンプロジル酒石酸塩,２０ｍｇ１錠,"加算1,2",,6.1,,,,
内用薬,2190006M1ZZZ,【般】トコフェロールニコチン酸エステルカプセル１００ｍｇ,トコフェロールニコチン酸エステル,１００ｍｇ１カプセル,"加算1,2",,5.7,,,,
内用薬,2190006M2ZZZ,【般】トコフェロールニコチン酸エステルカプセル２００ｍｇ,トコフェロールニコチン酸エステル,２００ｍｇ１カプセル,"加算1,2",,5.9,,,,
内用薬,2190009A1ZZZ,【般】ポリスチレンスルホン酸Ｎａ原末,ポリスチレンスルホン酸ナトリウム,１ｇ,"加算1,2",,8.2,,,,
内用薬,2190016B1ZZZ,【般】ポリスチレンスルホン酸Ｃａ散９６．７％,ポリスチレンスルホン酸カルシウム,９６．７％１ｇ,加算1,,7.6,,,,
内用薬,2190016D1ZZZ,【般】ポリスチレンスルホン酸Ｃａ顆粒８９．２９％,ポリスチレンスルホン酸カルシウム,８９．２９％１ｇ,加算1,,13.6,,,,
内用薬,2190016Q2ZZZ,【般】ポリスチレンスルホン酸Ｃａ経口ゼリー２０％２５ｇ,ポリスチレンスルホン酸カルシウム,２０％２５ｇ１個,加算1,,77.8,,,,
内用薬,2190021B1ZZZ,【般】ニセルゴリン散１％,ニセルゴリン,１％１ｇ,"加算1,2",,10.9,,,,
内用薬,2190021C1ZZZ,【般】ニセルゴリン細粒１％,ニセルゴリン,１％１ｇ,加算1,,10.9,,,,
内用薬,2190021F1ZZZ,【般】ニセルゴリン錠５ｍｇ,ニセルゴリン,５ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,2190022F1ZZZ,【般】アメジニウムメチル硫酸塩錠１０ｍｇ,アメジニウムメチル硫酸塩,１０ｍｇ１錠,"加算1,2",,6.4,,,,
内用薬,2190024F1ZZZ,【般】沈降炭酸カルシウム錠５００ｍｇ（高リン血症用）,沈降炭酸カルシウム,５００ｍｇ１錠,"加算1,2",,6,先発品はカルタン錠５００（同一成分で制酸剤として用いるものがある）,,,
内用薬,2190024F2ZZZ,【般】沈降炭酸カルシウム錠２５０ｍｇ（高リン血症用）,沈降炭酸カルシウム,２５０ｍｇ１錠,"加算1,2",,5.9,先発品はカルタン錠２５０（同一成分で制酸剤として用いるものがある）,,,
内用薬,2190024F3ZZZ,【般】沈降炭酸カルシウム口腔内崩壊錠２５０ｍｇ（高リン血症用）,沈降炭酸カルシウム,２５０ｍｇ１錠,"加算1,2",,5.9,先発品はカルタンＯＤ錠２５０ｍｇ（同一成分で制酸剤として用いるものがある）,,,
内用薬,2190024F4ZZZ,【般】沈降炭酸カルシウム口腔内崩壊錠５００ｍｇ（高リン血症用）,沈降炭酸カルシウム,５００ｍｇ１錠,"加算1,2",,6,先発品はカルタンＯＤ錠５００ｍｇ（同一成分で制酸剤として用いるものがある）,,,
内用薬,2190026F1ZZZ,【般】ボセンタン錠６２．５ｍｇ,ボセンタン水和物,６２．５ｍｇ１錠,"加算1,2",,460.9,,,,
内用薬,2190026R1ZZZ,【般】ボセンタン成人用シロップ用６．２５％,ボセンタン水和物,６．２５％１ｇ,加算1,,718.8,,,,
内用薬,2190028F1ZZZ,【般】シルデナフィル錠２０ｍｇ：ＲＥ,シルデナフィルクエン酸塩,２０ｍｇ１錠,"加算1,2",,345.4,先発品はレバチオ錠２０ｍｇ,,,
内用薬,2190028F2ZZZ,【般】シルデナフィル口腔内崩壊錠２０ｍｇ：ＲＥ,シルデナフィルクエン酸塩,２０ｍｇ１錠,"加算1,2",,345.4,先発品はレバチオＯＤフィルム２０ｍｇ,,,
内用薬,2190029D1ZZZ,【般】炭酸ランタン顆粒２５０ｍｇ,炭酸ランタン水和物,２５０ｍｇ１包,"加算1,2",,30.9,,,,
内用薬,2190029D2ZZZ,【般】炭酸ランタン顆粒５００ｍｇ,炭酸ランタン水和物,５００ｍｇ１包,"加算1,2",,48.8,,,,
内用薬,2190029F3ZZZ,【般】炭酸ランタン口腔内崩壊錠２５０ｍｇ,炭酸ランタン水和物,２５０ｍｇ１錠,"加算1,2",,31.9,,,,
内用薬,2190029F4ZZZ,【般】炭酸ランタン口腔内崩壊錠５００ｍｇ,炭酸ランタン水和物,５００ｍｇ１錠,"加算1,2",,46.2,,,,
内用薬,2190030F1ZZZ,【般】タダラフィル錠２０ｍｇ：ＡＤ,タダラフィル,２０ｍｇ１錠,"加算1,2",,339,先発品はアドシルカ錠２０ｍｇ,,,
内用薬,2190031F1ZZZ,【般】アンブリセンタン錠２．５ｍｇ,アンブリセンタン,２．５ｍｇ１錠,"加算1,2",,1119.8,,,,
内用薬,2190101F1ZZZ,【般】アムロジピン２．５ｍｇ・アトルバスタチン５ｍｇ配合錠：１,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物,１錠,"加算1,2",,11.6,先発品はカデュエット配合錠１番／後発品はアマルエット配合錠１番,,,
内用薬,2190102F1ZZZ,【般】アムロジピン２．５ｍｇ・アトルバスタチン１０ｍｇ配合錠：２,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物,１錠,"加算1,2",,16.5,先発品はカデュエット配合錠２番／後発品はアマルエット配合錠２番,,,
内用薬,2190103F1ZZZ,【般】アムロジピン５ｍｇ・アトルバスタチン５ｍｇ配合錠：３,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物,１錠,"加算1,2",,14,先発品はカデュエット配合錠３番／後発品はアマルエット配合錠３番,,,
内用薬,2190104F1ZZZ,【般】アムロジピン５ｍｇ・アトルバスタチン１０ｍｇ配合錠：４,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物,１錠,"加算1,2",,20.4,先発品はカデュエット配合錠４番／後発品はアマルエット配合錠４番,,,
内用薬,2223001C1ZZZ,【般】デキストロメトルファン臭化水素酸塩細粒１０％,デキストロメトルファン臭化水素酸塩水和物,１０％１ｇ,加算1,,20.8,,,,
内用薬,2223001F2ZZZ,【般】デキストロメトルファン臭化水素酸塩錠１５ｍｇ,デキストロメトルファン臭化水素酸塩水和物,１５ｍｇ１錠,"加算1,2",,5.9,,,,
内用薬,2224001F3ZZZ,【般】ペントキシベリンクエン酸塩錠１５ｍｇ,ペントキシベリンクエン酸塩,１５ｍｇ１錠,加算1,,8.3,,,,
内用薬,2229001R1ZZZ,【般】ジメモルファンリン酸塩シロップ用２．５％,ジメモルファンリン酸塩,２．５％１ｇ,加算1,,22.7,,,,
内用薬,2229102Q1ZZZ,【般】ジヒドロコデイン・ｄｌ－メチルエフェドリン等配合シロップ,鎮咳配合剤,１ｍＬ,加算1,,6.9,,,,
内用薬,2233002C1ZZZ,【般】カルボシステイン細粒５０％,Ｌ－カルボシステイン,５０％１ｇ,加算1,,19.6,,,,
内用薬,2233002Q1ZZZ,【般】カルボシステインシロップ５％,Ｌ－カルボシステイン,５％１ｍＬ,"加算1,2",,2.7,,,,
内用薬,2233002R2ZZZ,【般】カルボシステインシロップ用５０％,Ｌ－カルボシステイン,５０％１ｇ,"加算1,2",,12.5,,,,
内用薬,2234001F1ZZZ,【般】ブロムヘキシン塩酸塩錠４ｍｇ,ブロムヘキシン塩酸塩,４ｍｇ１錠,加算1,,5.3,,,,
内用薬,2234001Q1ZZZ,【般】ブロムヘキシン塩酸塩シロップ０．０８％,ブロムヘキシン塩酸塩,０．０８％１ｍＬ,加算1,,1.8,,,,
内用薬,2239001F1ZZZ,【般】アンブロキソール塩酸塩錠１５ｍｇ,アンブロキソール塩酸塩,１５ｍｇ１錠,"加算1,2",,5.9,,,,
内用薬,2239001G1ZZZ,【般】アンブロキソール塩酸塩徐放口腔内崩壊錠４５ｍｇ,アンブロキソール塩酸塩,４５ｍｇ１錠,加算1,,12.2,,,,
内用薬,2239001G2ZZZ,【般】アンブロキソール塩酸塩徐放錠４５ｍｇ,アンブロキソール塩酸塩,４５ｍｇ１錠,"加算1,2",,12.2,,,,
内用薬,2239001N1ZZZ,【般】アンブロキソール塩酸塩徐放カプセル４５ｍｇ,アンブロキソール塩酸塩,４５ｍｇ１カプセル,加算1,,12.2,,,,
内用薬,2239001Q1ZZZ,【般】アンブロキソール塩酸塩シロップ０．３％,アンブロキソール塩酸塩,０．３％１ｍＬ,"加算1,2",,5.4,,,,
内用薬,2239001R1ZZZ,【般】アンブロキソール塩酸塩シロップ用１．５％,アンブロキソール塩酸塩,１．５％１ｇ,"加算1,2",,19.4,,,,
内用薬,2239001R2ZZZ,【般】アンブロキソール塩酸塩シロップ用３％,アンブロキソール塩酸塩,３％１ｇ,加算1,,18.7,,,,
内用薬,2239001S1ZZZ,【般】アンブロキソール塩酸塩経口液０．７５％,アンブロキソール塩酸塩,０．７５％１ｍＬ,"加算1,2",,3.4,,,,
内用薬,2239001S2ZZZ,【般】アンブロキソール塩酸塩経口液０．３％,アンブロキソール塩酸塩,０．３％１ｍＬ,加算1,,7.4,,,,
内用薬,2241003S1ZZZ,【般】オウヒエキスシロップ３．３％,オウヒエキス,１０ｍＬ,加算1,,13,,,,
内用薬,2251001F2ZZZ,【般】テオフィリン徐放錠１００ｍｇ（１２～２４時間持続）,テオフィリン,１００ｍｇ１錠,"加算1,2",,5.9,先発品はテオドール錠１００ｍｇ,,,
内用薬,2251001F3ZZZ,【般】テオフィリン徐放錠２００ｍｇ（１２～２４時間持続）,テオフィリン,２００ｍｇ１錠,"加算1,2",,6.1,先発品はテオドール錠２００ｍｇ,,,
内用薬,2251001G1ZZZ,【般】テオフィリン徐放錠２００ｍｇ（２４時間持続）,テオフィリン,２００ｍｇ１錠,"加算1,2",,6.1,先発品はユニコン錠２００／ユニフィルＬＡ錠２００ｍｇ,,,
内用薬,2251001G2ZZZ,【般】テオフィリン徐放錠４００ｍｇ（２４時間持続）,テオフィリン,４００ｍｇ１錠,"加算1,2",,6.1,先発品はユニコン錠４００／ユニフィルＬＡ錠４００ｍｇ,,,
内用薬,2251001G3ZZZ,【般】テオフィリン徐放錠１００ｍｇ（２４時間持続）,テオフィリン,１００ｍｇ１錠,"加算1,2",,5.9,先発品はユニコン錠１００／ユニフィルＬＡ錠１００ｍｇ,,,
内用薬,2251001R1ZZZ,【般】テオフィリンシロップ用２０％,テオフィリン,２０％１ｇ,加算1,,30.6,,,,
内用薬,2252006R2ZZZ,【般】フェノテロール臭化水素酸塩シロップ用０．５％,フェノテロール臭化水素酸塩,０．５％１ｇ,加算1,,34.5,,,,
内用薬,2254001F1ZZZ,【般】サルブタモール硫酸塩錠２ｍｇ,サルブタモール硫酸塩,２ｍｇ１錠,加算1,,5.7,,,,
内用薬,2259002R1ZZZ,【般】ツロブテロール塩酸塩シロップ用０．１％,ツロブテロール塩酸塩,０．１％１ｇ,"加算1,2",,6.7,該当する後発品の経過措置期限が令和８年３月３１日であることから、同年４月１日以降は一般名処方マスタから削除される予定,,,
内用薬,2259004Q1ZZZ,【般】プロカテロール塩酸塩シロップ０．０００５％,プロカテロール塩酸塩水和物,０．０００５％１ｍＬ,"加算1,2",,4,,,,
内用薬,2259004R1ZZZ,【般】プロカテロール塩酸塩シロップ用０．０１％,プロカテロール塩酸塩水和物,０．０１％１ｇ,加算1,,26.4,,,,
内用薬,2259006F1ZZZ,【般】クレンブテロール塩酸塩錠１０μｇ,クレンブテロール塩酸塩,１０μｇ１錠,"加算1,2",,6,,,,
内用薬,2316003B1ZZZ,【般】ビフィズス菌・ラクトミン配合散,ビフィズス菌,１ｇ,加算1,,6.5,,,,
